1, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:allay, 5, 1, 1
5049, nether, betternether:nether_mushroom_forest_edge, MONSTER, alexsmobs:bone_serpent, 5, 1, 2
5050, nether, betternether:nether_mushroom_forest_edge, MONSTER, alexsmobs:straddler, 10, 2, 3
5051, nether, betternether:nether_mushroom_forest_edge, MONSTER, alexsmobs:dropbear, 5, 1, 2
5052, nether, betternether:nether_mushroom_forest_edge, MONSTER, born_in_chaos_v1:bone_imp, 10, 2, 3
5053, nether, betternether:nether_mushroom_forest_edge, MONSTER, born_in_chaos_v1:supreme_bonescaller, 1, 1, 1
5054, nether, betternether:nether_mushroom_forest_edge, MONSTER, cataclysm:ignited_revenant, 10, 1, 1
5055, nether, betternether:nether_mushroom_forest_edge, MONSTER, cataclysm:ignited_berserker, 5, 1, 1
5056, nether, betternether:nether_mushroom_forest_edge, MONSTER, endermanoverhaul:soulsand_valley_enderman, 15, 1, 2
5057, nether, betternether:nether_mushroom_forest_edge, MONSTER, endermanoverhaul:warped_forest_enderman, 15, 1, 2
5058, nether, betternether:nether_mushroom_forest_edge, MONSTER, endermanoverhaul:spirit, 15, 1, 2
5059, nether, betternether:nether_mushroom_forest_edge, MONSTER, quark:wraith, 10, 2, 3
5060, nether, betternether:nether_swampland, CREATURE, minecraft:strider, 15, 2, 4
5061, nether, betternether:nether_swampland, CREATURE, alexsmobs:warped_toad, 10, 2, 3
5062, nether, betternether:nether_swampland, CREATURE, alexsmobs:laviathan, 2, 1, 1
5063, nether, betternether:nether_swampland, CREATURE, quark:foxhound, 10, 2, 3
5064, nether, betternether:nether_swampland, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
5065, nether, betternether:nether_swampland, AMBIENT, betternether:firefly, 25, 1, 3
5066, nether, betternether:nether_swampland, AMBIENT, betternether:hydrogen_jellyfish, 3, 1, 2
5067, nether, betternether:nether_swampland, AMBIENT, betternether:flying_pig, 10, 2, 3
5068, nether, betternether:nether_swampland, MONSTER, minecraft:blaze, 10, 1, 2
5069, nether, betternether:nether_swampland, MONSTER, minecraft:enderman, 5, 1, 2
5070, nether, betternether:nether_swampland, MONSTER, minecraft:ghast, 3, 1, 1
5071, nether, betternether:nether_swampland, MONSTER, minecraft:hoglin, 15, 2, 4
5072, nether, betternether:nether_swampland, MONSTER, minecraft:magma_cube, 15, 3, 5
5073, nether, betternether:nether_swampland, MONSTER, minecraft:piglin, 20, 2, 4
5074, nether, betternether:nether_swampland, MONSTER, minecraft:piglin_brute, 5, 1, 2
5075, nether, betternether:nether_swampland, MONSTER, minecraft:skeleton, 10, 2, 3
5076, nether, betternether:nether_swampland, MONSTER, minecraft:wither_skeleton, 10, 2, 3
5077, nether, betternether:nether_swampland, MONSTER, minecraft:zoglin, 10, 2, 3
5078, nether, betternether:nether_swampland, MONSTER, minecraft:zombified_piglin, 20, 2, 4
5079, nether, betternether:nether_swampland, MONSTER, betternether:naga, 10, 2, 3
5080, nether, betternether:nether_swampland, MONSTER, betternether:jungle_skeleton, 10, 2, 3
5081, nether, betternether:nether_swampland, MONSTER, betternether:skull, 5, 1, 2
5082, nether, betternether:nether_swampland, MONSTER, alexsmobs:bone_serpent, 5, 1, 2
5083, nether, betternether:nether_swampland, MONSTER, alexsmobs:straddler, 10, 2, 3
5084, nether, betternether:nether_swampland, MONSTER, alexsmobs:dropbear, 5, 1, 2
5085, nether, betternether:nether_swampland, MONSTER, born_in_chaos_v1:bone_imp, 10, 2, 3
5086, nether, betternether:nether_swampland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 1, 1, 1
5087, nether, betternether:nether_swampland, MONSTER, cataclysm:ignited_revenant, 10, 1, 1
5088, nether, betternether:nether_swampland, MONSTER, cataclysm:ignited_berserker, 5, 1, 1
5089, nether, betternether:nether_swampland, MONSTER, endermanoverhaul:soulsand_valley_enderman, 15, 1, 2
5090, nether, betternether:nether_swampland, MONSTER, endermanoverhaul:warped_forest_enderman, 15, 1, 2
5091, nether, betternether:nether_swampland, MONSTER, endermanoverhaul:spirit, 15, 1, 2
5092, nether, betternether:nether_swampland, MONSTER, quark:wraith, 10, 2, 3
5093, nether, betternether:nether_swampland_terraces, CREATURE, minecraft:strider, 15, 2, 4
5094, nether, betternether:nether_swampland_terraces, CREATURE, alexsmobs:warped_toad, 10, 2, 3
5095, nether, betternether:nether_swampland_terraces, CREATURE, alexsmobs:laviathan, 2, 1, 1
5096, nether, betternether:nether_swampland_terraces, CREATURE, quark:foxhound, 10, 2, 3
5097, nether, betternether:nether_swampland_terraces, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
5098, nether, betternether:nether_swampland_terraces, AMBIENT, betternether:firefly, 25, 1, 3
5099, nether, betternether:nether_swampland_terraces, AMBIENT, betternether:hydrogen_jellyfish, 3, 1, 2
5100, nether, betternether:nether_swampland_terraces, AMBIENT, betternether:flying_pig, 10, 2, 3
5101, nether, betternether:nether_swampland_terraces, MONSTER, minecraft:blaze, 10, 1, 2
5102, nether, betternether:nether_swampland_terraces, MONSTER, minecraft:enderman, 5, 1, 2
5103, nether, betternether:nether_swampland_terraces, MONSTER, minecraft:ghast, 3, 1, 1
5104, nether, betternether:nether_swampland_terraces, MONSTER, minecraft:hoglin, 15, 2, 4
5105, nether, betternether:nether_swampland_terraces, MONSTER, minecraft:magma_cube, 15, 3, 5
5106, nether, betternether:nether_swampland_terraces, MONSTER, minecraft:piglin, 20, 2, 4
5107, nether, betternether:nether_swampland_terraces, MONSTER, minecraft:piglin_brute, 5, 1, 2
5108, nether, betternether:nether_swampland_terraces, MONSTER, minecraft:skeleton, 10, 2, 3
5109, nether, betternether:nether_swampland_terraces, MONSTER, minecraft:wither_skeleton, 10, 2, 3
5110, nether, betternether:nether_swampland_terraces, MONSTER, minecraft:zoglin, 10, 2, 3
5111, nether, betternether:nether_swampland_terraces, MONSTER, minecraft:zombified_piglin, 20, 2, 4
5112, nether, betternether:nether_swampland_terraces, MONSTER, betternether:naga, 10, 2, 3
5113, nether, betternether:nether_swampland_terraces, MONSTER, betternether:jungle_skeleton, 10, 2, 3
5114, nether, betternether:nether_swampland_terraces, MONSTER, betternether:skull, 5, 1, 2
5115, nether, betternether:nether_swampland_terraces, MONSTER, alexsmobs:bone_serpent, 5, 1, 2
5116, nether, betternether:nether_swampland_terraces, MONSTER, alexsmobs:straddler, 10, 2, 3
5117, nether, betternether:nether_swampland_terraces, MONSTER, alexsmobs:dropbear, 5, 1, 2
5118, nether, betternether:nether_swampland_terraces, MONSTER, born_in_chaos_v1:bone_imp, 10, 2, 3
5119, nether, betternether:nether_swampland_terraces, MONSTER, born_in_chaos_v1:supreme_bonescaller, 1, 1, 1
5120, nether, betternether:nether_swampland_terraces, MONSTER, cataclysm:ignited_revenant, 10, 1, 1
5121, nether, betternether:nether_swampland_terraces, MONSTER, cataclysm:ignited_berserker, 5, 1, 1
5122, nether, betternether:nether_swampland_terraces, MONSTER, endermanoverhaul:soulsand_valley_enderman, 15, 1, 2
5123, nether, betternether:nether_swampland_terraces, MONSTER, endermanoverhaul:warped_forest_enderman, 15, 1, 2
5124, nether, betternether:nether_swampland_terraces, MONSTER, endermanoverhaul:spirit, 15, 1, 2
5125, nether, betternether:nether_swampland_terraces, MONSTER, quark:wraith, 10, 2, 3
5126, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 15, 2, 4
5127, nether, minecraft:nether_wastes, CREATURE, alexsmobs:warped_toad, 10, 2, 3
5128, nether, minecraft:nether_wastes, CREATURE, alexsmobs:laviathan, 2, 1, 1
5129, nether, minecraft:nether_wastes, CREATURE, quark:foxhound, 10, 2, 3
5130, nether, minecraft:nether_wastes, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
5131, nether, minecraft:nether_wastes, AMBIENT, betternether:firefly, 25, 1, 3
5132, nether, minecraft:nether_wastes, AMBIENT, betternether:hydrogen_jellyfish, 3, 1, 2
5133, nether, minecraft:nether_wastes, AMBIENT, betternether:flying_pig, 10, 2, 3
5134, nether, minecraft:nether_wastes, MONSTER, minecraft:blaze, 10, 1, 2
5135, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 1, 2
5136, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 3, 1, 1
5137, nether, minecraft:nether_wastes, MONSTER, minecraft:hoglin, 15, 2, 4
5138, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 15, 3, 5
5139, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 20, 2, 4
5140, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin_brute, 5, 1, 2
5141, nether, minecraft:nether_wastes, MONSTER, minecraft:skeleton, 10, 2, 3
5142, nether, minecraft:nether_wastes, MONSTER, minecraft:wither_skeleton, 10, 2, 3
5143, nether, minecraft:nether_wastes, MONSTER, minecraft:zoglin, 10, 2, 3
5144, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 20, 2, 4
5145, nether, minecraft:nether_wastes, MONSTER, betternether:naga, 10, 2, 3
5146, nether, minecraft:nether_wastes, MONSTER, betternether:jungle_skeleton, 10, 2, 3
5147, nether, minecraft:nether_wastes, MONSTER, betternether:skull, 5, 1, 2
5148, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 5, 1, 2
5149, nether, minecraft:nether_wastes, MONSTER, alexsmobs:straddler, 10, 2, 3
5150, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 5, 1, 2
5151, nether, minecraft:nether_wastes, MONSTER, born_in_chaos_v1:bone_imp, 10, 2, 3
5152, nether, minecraft:nether_wastes, MONSTER, born_in_chaos_v1:supreme_bonescaller, 1, 1, 1
5153, nether, minecraft:nether_wastes, MONSTER, cataclysm:ignited_revenant, 10, 1, 1
5154, nether, minecraft:nether_wastes, MONSTER, cataclysm:ignited_berserker, 5, 1, 1
5155, nether, minecraft:nether_wastes, MONSTER, endermanoverhaul:soulsand_valley_enderman, 15, 1, 2
5156, nether, minecraft:nether_wastes, MONSTER, endermanoverhaul:warped_forest_enderman, 15, 1, 2
5157, nether, minecraft:nether_wastes, MONSTER, endermanoverhaul:spirit, 15, 1, 2
5158, nether, minecraft:nether_wastes, MONSTER, quark:wraith, 10, 2, 3
5159, nether, minecraft:nether_wastes, endermanoverhaul:nether_wastes_enderman, MONSTER, 10, 2, 2

5160, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 40, 2, 5
5161, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 2, 3
5162, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:salmon, 20, 2, 4
5163, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:tropical_fish, 30, 3, 5
5164, ocean, minecraft:ocean, WATER_AMBIENT, aquamirae:spinefish, 10, 2, 3
5165, ocean, minecraft:ocean, WATER_AMBIENT, aquamirae:luminous_jelly, 5, 2, 4
5166, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:lobster, 10, 2, 3
5167, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:blobfish, 10, 2, 3
5168, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 10, 2, 3
5169, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:catfish, 15, 2, 4
5170, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:flying_fish, 10, 2, 3
5171, ocean, minecraft:ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 10, 2, 3
5172, ocean, minecraft:ocean, WATER_AMBIENT, upgrade_aquatic:pike, 15, 2, 3
5173, ocean, minecraft:ocean, WATER_AMBIENT, upgrade_aquatic:perch, 15, 2, 3
5174, ocean, minecraft:ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 10, 2, 3
5175, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 2, 3
5176, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 20, 3, 5
5177, ocean, minecraft:ocean, WATER_CREATURE, thalassophobia:vertebrat, 10, 2, 3
5178, ocean, minecraft:ocean, WATER_CREATURE, thalassophobia:colossoteus, 1, 1, 1
5179, ocean, minecraft:ocean, WATER_CREATURE, aquamirae:anglerfish, 5, 1, 2
5180, ocean, minecraft:ocean, WATER_CREATURE, alexsmobs:orca, 5, 1, 2
5181, ocean, minecraft:ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
5182, ocean, minecraft:ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 10, 2, 3
5183, ocean, minecraft:ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 5, 1, 1
5184, ocean, minecraft:ocean, WATER_CREATURE, alexsmobs:frilled_shark, 5, 1, 2
5185, ocean, minecraft:ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 10, 2, 3
5186, ocean, minecraft:ocean, WATER_CREATURE, alexsmobs:giant_squid, 1, 1, 1
5187, ocean, minecraft:ocean, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 1, 2
5188, ocean, minecraft:ocean, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 2
5189, ocean, minecraft:ocean, WATER_CREATURE, upgrade_aquatic:box_jellyfish, 5, 1, 2
5190, ocean, minecraft:ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 2
5191, ocean, minecraft:ocean, WATER_CREATURE, upgrade_aquatic:immortal_jellyfish, 5, 1, 2
5192, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 5, 1, 2
5193, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 15, 2, 4
5194, ocean, minecraft:ocean, MONSTER, minecraft:guardian, 15, 2, 4
5195, ocean, minecraft:ocean, MONSTER, minecraft:spider, 5, 1, 2
5196, ocean, minecraft:ocean, MONSTER, aquamirae:maw, 5, 1, 2
5197, ocean, minecraft:ocean, MONSTER, alexsmobs:skelewag, 5, 1, 2
5198, ocean, minecraft:ocean, MONSTER, cataclysm:deepling, 10, 2, 3
5199, ocean, minecraft:ocean, MONSTER, cataclysm:deepling_brute, 5, 1, 2
5200, ocean, minecraft:ocean, MONSTER, cataclysm:deepling_angler, 5, 1, 2
5201, ocean, minecraft:ocean, MONSTER, cataclysm:deepling_priest, 5, 1, 2
5202, ocean, minecraft:ocean, MONSTER, cataclysm:deepling_warlock, 5, 1, 2
5203, ocean, minecraft:ocean, MONSTER, cataclysm:lionfish, 5, 1, 2
5204, ocean, minecraft:ocean, MONSTER, upgrade_aquatic:thrasher, 10, 2, 3
5205, ocean, minecraft:ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 2
5206, ocean, minecraft:ocean, CREATURE, iceandfire:sea_serpent, 1, 1, 1
5207, nether, betternether:old_fungiwoods, CREATURE, minecraft:strider, 15, 2, 4
5208, nether, betternether:old_fungiwoods, CREATURE, alexsmobs:warped_toad, 10, 2, 3
5209, nether, betternether:old_fungiwoods, CREATURE, alexsmobs:laviathan, 2, 1, 1
5210, nether, betternether:old_fungiwoods, CREATURE, quark:foxhound, 10, 2, 3
5211, nether, betternether:old_fungiwoods, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
5212, nether, betternether:old_fungiwoods, AMBIENT, betternether:firefly, 25, 1, 3
5213, nether, betternether:old_fungiwoods, AMBIENT, betternether:hydrogen_jellyfish, 3, 1, 2
5214, nether, betternether:old_fungiwoods, AMBIENT, betternether:flying_pig, 10, 2, 3
5215, nether, betternether:old_fungiwoods, MONSTER, minecraft:blaze, 10, 1, 2
5216, nether, betternether:old_fungiwoods, MONSTER, minecraft:enderman, 5, 1, 2
5217, nether, betternether:old_fungiwoods, MONSTER, minecraft:ghast, 3, 1, 1
5218, nether, betternether:old_fungiwoods, MONSTER, minecraft:hoglin, 15, 2, 4
5219, nether, betternether:old_fungiwoods, MONSTER, minecraft:magma_cube, 15, 3, 5
5220, nether, betternether:old_fungiwoods, MONSTER, minecraft:piglin, 20, 2, 4
5221, nether, betternether:old_fungiwoods, MONSTER, minecraft:piglin_brute, 5, 1, 2
5222, nether, betternether:old_fungiwoods, MONSTER, minecraft:skeleton, 10, 2, 3
5223, nether, betternether:old_fungiwoods, MONSTER, minecraft:wither_skeleton, 10, 2, 3
5224, nether, betternether:old_fungiwoods, MONSTER, minecraft:zoglin, 10, 2, 3
5225, nether, betternether:old_fungiwoods, MONSTER, minecraft:zombified_piglin, 20, 2, 4
5226, nether, betternether:old_fungiwoods, MONSTER, betternether:naga, 10, 2, 3
5227, nether, betternether:old_fungiwoods, MONSTER, betternether:jungle_skeleton, 10, 2, 3
5228, nether, betternether:old_fungiwoods, MONSTER, betternether:skull, 5, 1, 2
5229, nether, betternether:old_fungiwoods, MONSTER, alexsmobs:bone_serpent, 5, 1, 2
5230, nether, betternether:old_fungiwoods, MONSTER, alexsmobs:straddler, 10, 2, 3
5231, nether, betternether:old_fungiwoods, MONSTER, alexsmobs:dropbear, 5, 1, 2
5232, nether, betternether:old_fungiwoods, MONSTER, born_in_chaos_v1:bone_imp, 10, 2, 3
5233, nether, betternether:old_fungiwoods, MONSTER, born_in_chaos_v1:supreme_bonescaller, 1, 1, 1
5234, nether, betternether:old_fungiwoods, MONSTER, cataclysm:ignited_revenant, 10, 1, 1
5235, nether, betternether:old_fungiwoods, MONSTER, cataclysm:ignited_berserker, 5, 1, 1
5236, nether, betternether:old_fungiwoods, MONSTER, endermanoverhaul:soulsand_valley_enderman, 15, 1, 2
5237, nether, betternether:old_fungiwoods, MONSTER, endermanoverhaul:warped_forest_enderman, 15, 1, 2
5238, nether, betternether:old_fungiwoods, MONSTER, endermanoverhaul:spirit, 15, 1, 2
5239, nether, betternether:old_fungiwoods, MONSTER, quark:wraith, 10, 2, 3
5240, swamp, regions_unexplored:old_growth_bayou, CREATURE, alexsmobs:alligator_snapping_turtle, 15, 1, 2
5241, swamp, regions_unexplored:old_growth_bayou, CREATURE, alexsmobs:caiman, 15, 1, 2
5242, swamp, regions_unexplored:old_growth_bayou, CREATURE, alexsmobs:crocodile, 20, 1, 3
5243, swamp, regions_unexplored:old_growth_bayou, CREATURE, alexsmobs:crow, 20, 1, 1
5244, swamp, regions_unexplored:old_growth_bayou, CREATURE, alexsmobs:komodo_dragon, 10, 1, 1
5245, swamp, regions_unexplored:old_growth_bayou, CREATURE, alexsmobs:raccoon, 15, 1, 1
5246, swamp, regions_unexplored:old_growth_bayou, CREATURE, iceandfire:stymphalian_bird, 10, 2, 4
5247, swamp, regions_unexplored:old_growth_bayou, CREATURE, legendarycreatures:bullfrog, 40, 1, 3
5248, swamp, regions_unexplored:old_growth_bayou, CREATURE, legendarycreatures:wisp, 5, 1, 1
5249, swamp, regions_unexplored:old_growth_bayou, CREATURE, minecraft:chicken, 50, 2, 4
5250, swamp, regions_unexplored:old_growth_bayou, CREATURE, minecraft:cow, 50, 2, 3
5251, swamp, regions_unexplored:old_growth_bayou, CREATURE, minecraft:frog, 30, 2, 2
5252, swamp, regions_unexplored:old_growth_bayou, CREATURE, minecraft:pig, 50, 2, 4
5253, swamp, regions_unexplored:old_growth_bayou, CREATURE, minecraft:sheep, 50, 2, 3
5254, swamp, regions_unexplored:old_growth_bayou, CREATURE, minecraft:wolf, 20, 1, 2
5255, swamp, regions_unexplored:old_growth_bayou, AMBIENT, alexsmobs:fly, 15, 1, 2
5256, swamp, regions_unexplored:old_growth_bayou, AMBIENT, alexsmobs:rain_frog, 10, 2, 2
5257, swamp, regions_unexplored:old_growth_bayou, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 2
5258, swamp, regions_unexplored:old_growth_bayou, MONSTER, born_in_chaos_v1:bone_imp, 5, 2, 2
5259, swamp, regions_unexplored:old_growth_bayou, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 2
5260, swamp, regions_unexplored:old_growth_bayou, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 2
5261, swamp, regions_unexplored:old_growth_bayou, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 2
5262, swamp, regions_unexplored:old_growth_bayou, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 2, 2
5263, swamp, regions_unexplored:old_growth_bayou, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 1
5264, swamp, regions_unexplored:old_growth_bayou, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
5265, swamp, regions_unexplored:old_growth_bayou, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 2
5266, swamp, regions_unexplored:old_growth_bayou, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 2
5267, swamp, regions_unexplored:old_growth_bayou, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 2
5268, swamp, regions_unexplored:old_growth_bayou, MONSTER, endermanoverhaul:swamp_enderman, 10, 2, 2
5269, swamp, regions_unexplored:old_growth_bayou, MONSTER, graveyard:nightmare, 5, 2, 2
5270, swamp, regions_unexplored:old_growth_bayou, MONSTER, graveyard:revenant, 10, 2, 2
5271, swamp, regions_unexplored:old_growth_bayou, MONSTER, graveyard:wraith, 5, 2, 2
5272, swamp, regions_unexplored:old_growth_bayou, MONSTER, minecraft:creeper, 15, 1, 2
5273, swamp, regions_unexplored:old_growth_bayou, MONSTER, minecraft:enderman, 10, 2, 2
5274, swamp, regions_unexplored:old_growth_bayou, MONSTER, minecraft:skeleton, 15, 2, 2
5275, swamp, regions_unexplored:old_growth_bayou, MONSTER, minecraft:slime, 15, 2, 2
5276, swamp, regions_unexplored:old_growth_bayou, MONSTER, minecraft:spider, 20, 2, 2
5277, swamp, regions_unexplored:old_growth_bayou, MONSTER, minecraft:witch, 10, 2, 2
5278, swamp, regions_unexplored:old_growth_bayou, MONSTER, minecraft:zombie, 20, 2, 2
5279, swamp, regions_unexplored:old_growth_bayou, MONSTER, minecraft:zombie_villager, 10, 2, 2
5280, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:allay, 5, 1, 1
5281, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:bee, 15, 2, 4
5282, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 25, 2, 4
5283, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 20, 2, 3
5284, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:donkey, 5, 1, 2
5285, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:horse, 5, 1, 2
5286, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:mooshroom, 2, 1, 1
5287, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:mule, 5, 1, 1
5288, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 25, 2, 4
5289, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:rabbit, 15, 2, 3
5290, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 25, 2, 4
5291, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:wolf, 15, 2, 3
5292, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:grizzly_bear, 5, 1, 2
5293, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:hummingbird, 15, 2, 3
5294, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 3
5295, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:crow, 10, 1, 3
5296, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:bald_eagle, 5, 1, 2
5297, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:bunfungus, 5, 1, 2
5298, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
5299, forest, minecraft:old_growth_birch_forest, CREATURE, legendarycreatures:forest_mojo, 5, 1, 2
5300, forest, minecraft:old_growth_birch_forest, CREATURE, legendarycreatures:hound, 150, 1, 2
5301, forest, minecraft:old_growth_birch_forest, CREATURE, legendarycreatures:wisp, 10, 2, 3
5302, forest, minecraft:old_growth_birch_forest, CREATURE, iceandfire:pixie, 10, 2, 3
5303, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:silverfish, 6, 1, 3
5304, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 20, 1, 2
5305, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 10, 1, 1
5306, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:pillager, 5, 1, 2
5307, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 10, 1, 2
5308, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 10, 1, 2
5309, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 6, 1, 1
5310, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 20, 1, 2
5311, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
5312, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_zombie, 1, 1, 1
5313, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:reaper, 6, 1, 1
5314, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:corrupted_pillager, 10, 1, 2
5315, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:ghoul, 10, 1, 2
5316, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:revenant, 10, 1, 2
5317, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:wraith, 6, 1, 1
5318, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:nightmare, 4, 1, 1
5319, forest, minecraft:old_growth_birch_forest, MONSTER, iceandfire:troll, 4, 1, 1
5320, forest, minecraft:old_growth_birch_forest, MONSTER, mobs_of_mythology:chupacabra, 10, 1, 3
5321, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 2
5322, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 6, 1, 1
5323, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 5, 1, 2
5324, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 4, 1, 1
5325, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:restless_spirit, 6, 1, 1
5326, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:bonescaller, 3, 1, 1
5327, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 1
5328, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:dark_vortex, 4, 1, 1
5329, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:dread_hound, 10, 1, 2
5330, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 6, 1, 1
5331, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 6, 1, 1
5332, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 2, 3
5333, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 2, 3
5334, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 2
5335, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 2
5336, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 6, 1, 1
5337, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:baby_spider, 10, 1, 2
5338, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
